Context,Original,Translation,Comments
# encoding UTF-8
# __init__.py
"Operator","このテクスチャを見る","View Texture"
"*","このテクスチャを見る","View this texture"
"Operator","マテリアルのセットアップ","Material Setup"
"*","マテリアルの各種フラグを初期化する","Initialize various flags of material"
"*","プロパティ タイプ:","Property type:"
"Operator","mateから","From .mate"
"Operator","クリップボードから","From clipboard"
"*","クリップボードからマテリアルを貼付けました","Paste material from clipboard"
"*","マテリアルテキストをクリップボードにコピーしました","Copied material text to clipboard"
"*","実ファイルパス:","Real file path:"
"*","x","x"
"*","y","y"
"*","スケール:","Scale:"
"*","{0:f}","{0:f}"
"Operator","mateへ","To .mate"
"*","種類:","Type:"
"*","マテリアル名","Material Name"
"*","シェーダー1","Shader 1"
"*","シェーダー2","Shader 2"
"Operator","拡張子を省略","Omit extension"
"*","テクスチャパス:","Texture Path:"
"*","簡易テクスチャ情報","Simple texture information"
"Operator","COM3D2用に変更","Configure Material for COM3D2"
"Operator","CM3D2用に変更","Configure Material for COM3D2"
"*","クリップボードへのコピーを中止します。:","Stoped copying to the clipboard:"
"Operator","テクスチャパスを生成","Generate Texture Path"
"Operator","フラグセットアップ","Flag Setup"
"*","マテリアルプロパティ","Material properties"
"*","透明度","Transparency"
# misc_MESH_MT_shape_key_specials.py
"Operator","シェイプキーぼかし","Shape key blur"
"*","アクティブ、もしくは全てのシェイプキーをぼかします","Blur active or all shape keys"
"*","ライナー","Linear"
"*","スムーズ1","Smooth 1"
"*","スムーズ2","Smooth 2"
"Operator","このシェイプキーをベースに","Based on this shape key"
"*","アクティブなシェイプキーを他のシェイプキーのベースにします","Base active shape key on other shape keys"
"*","素メッシュを調整","Adjust the raw mesh"
"*","他シェイプを調整","Adjust other shapes"
"Operator","Copy shape key values","Copy shape key values"
"*","Copy the shape key values from the other selected mesh","Copy the shape key values from the other selected mesh"
"*","Apply as drivers","Apply as drivers"
"Operator","シェイプキーの変形に乗算","Multiply shape key variants"
"*","シェイプキーの変形に数値を乗算し、変形の強度を増減させます","Multiply the shape key deformation by a number to increase or decrease the strength of the deformation"
"*","シェイプキーの拡大率です","Shape key expansion rate"
"Operator","空間ぼかし・シェイプキー転送","Precision shape key transfer"
"*","アクティブなメッシュに他の選択メッシュのシェイプキーを遠いほどぼかして転送します","Transfers the shape keys of other selected meshes to the active mesh, blurring them further"
"*","Bind to current source mix","Bind to current source mix"
"*","最初に全シェイプキーを削除","First delete all shape keys"
"*","変形のないシェイプキーを削除","Remove shape key without deformation"
"*","Step Size (low = quality, high = speed)","Step Size (low = quality, high = speed)"
"Operator","クイック・シェイプキー転送","Quick shape key transfer"
"*","アクティブなメッシュに他の選択メッシュのシェイプキーを高速で転送します","Fast transfer of other selected mesh's shape keys to active mesh"
"Operator","Weighted shape key transfer","Weighted shape key transfer"
"*","Transfers the shape keys of other selected mesh to the active mesh, using matching vertex groups as masks","Transfers the shape keys of other selected mesh to the active mesh, using matching vertex groups as masks"
"*","Active Vertex Group","Active Vertex Group"
"*","Range magnification","Range magnification"
"*","Vertex Groups Selector","Vertex Groups Selector"
"*","Only Deform","Only Deform"
"*","Only show deforming vertex groups","Only show deforming vertex groups"
"*","Other","Other"
"*","Only show non-deforming vertex groups","Only show non-deforming vertex groups"
"*","Filter Empty","Filter Empty"
"*","Whether to filter empty vertex groups","Whether to filter empty vertex groups"
"*","Reverse Empty","Reverse Empty"
"*","Reverse empty filtering","Reverse empty filtering"
"*","Importance","Importance"
"*","Sort groups by their average weight in the mesh","Sort groups by their average weight in the mesh"
"*","CM3D2 Converter","CM3D2 Converter"
"*","Shape key transfer canceled. Results may not be as expected. Use Undo / Ctrl Z to revert changes","Shape key transfer canceled. Results may not be as expected. Use Undo / Ctrl Z to revert changes"
"*","Press ESC to cancel shape key transfer","Press ESC to cancel shape key transfer"
"*","len(matched) = {length}","len(matched) = {length}"
"*","Error while preparing shapekey transfer.","Error while preparing shapekey transfer."
"*","Error while transfering shapekeys. Results may not be as expected. Use Undo / Ctrl Z to revert changes","Error while transfering shapekeys. Results may not be as expected. Use Undo / Ctrl Z to revert changes"
"*","Error while canceling shapekey transfer.","Error while canceling shapekey transfer."
"*","Error while performing shapekey transfer.","Error while performing shapekey transfer."
"*","Error while finishing shapekey transfer.","Error while finishing shapekey transfer."
# misc_MESH_MT_vertex_group_specials.py
"Operator","旧・頂点グループぼかし","Blur Vertex Group"
"*","アクティブ、もしくは全ての頂点グループをぼかします","Blur or all just the active Vertex Group"
"*","他頂点グループも調節","Normalize"
"Operator","頂点グループに乗算","Multiply vertex groups"
"*","頂点グループのウェイトに数値を乗算し、ウェイトの強度を増減させます","Multiply the weight of the vertex group by a numerical value to increase or decrease the weight strength"
"Operator","空間ぼかし・ウェイト転送","High Precision Vertex Group transfer"
"*","アクティブなメッシュに他の選択メッシュの頂点グループを遠いほどぼかして転送します","Will transfer the vertex groups from the previously selected mesh to the active mesh with more precision."
"*","すでにある頂点グループを削除 (ロックで保護)","Remove Previous Groups"
"Operator","頂点グループぼかし","Blur Vertex Groups"
"*","反復","Count"
"*","拡大縮小","Size"
"Operator","クイック・ウェイト転送","Quick Vertex Group Transfer"
"*","アクティブなメッシュに他の選択メッシュの頂点グループを高速で転送します","Quickly Transfers the vertex groups of the previously selected mesh to active mesh."
"*","転送後にクリーンを実行","Clean after Transfer"
"*","転送後に割り当てのない頂点グループを削除","Delete unassigned vertex groups after transfer"
"*","選択頂点のみ(参照)","Selected Vertices Only (Source)"
"*","選択頂点のみ(対象)","Selected Vertices Only (Target)"
"*","参照要素","Reference Element"
"*","最も近い頂点","Nearest Vertex"
"*","最も近い辺","Nearest Side"
"*","最も近い面","Nearest Face"
"*","投影先","Projection"
"Operator","割り当てのない頂点グループを削除","Delete Empty Vertex Groups"
"*","どの頂点にも割り当てられていない頂点グループを全て削除します","Will delete any vertex groups which do not have any vertices assigned to it"
"*","これ以下の影響は切り捨て","Threshold"
"*","面がひとつも存在しません、辺モードに変更します","There is no face, change to edge mode"
"*","辺がひとつも存在しません、頂点モードに変更します","There is no edge, change to vertex mode"
"*","頂点がひとつも存在しません、中止します","No vertices exist, abort"
# misc_OBJECT_PT_context_object.py
"*","CM3D2用ボーン情報","CM3D2 Bone Data"
# misc_OBJECT_PT_transform.py
"Operator","Align to Base Bone","Align to Base Bone"
"*","Align the object to it's armature's base bone","Align the object to it's armature's base bone"
"*","Bone Data Source","Bone Data Source"
"*","This will decide from where the Bone Data is gathered from.","This will decide from where the Bone Data is gathered from."
"*","Armature","Armature"
"*","Text","Text"
"*","Object Data","Object Data"
"*","Armature Data","Armature Data"
"*","Preserve Mesh","Preserve Mesh"
"*","Align object transform, then fix mesh transform so it remains in place.","Align object transform, then fix mesh transform so it remains in place."
"Operator","オブジェクトの位置を合わせる","Copy Origin Position"
"*","アクティブオブジェクトの中心位置を、他の選択オブジェクトの中心位置に合わせます","The previously selected item's origin is copied to the active object"
"*","Could not find 'BaseBone' in {source_name} Please add it or change source","Could not find 'BaseBone' in {source_name} Please add it or change source"
# misc_RENDER_PT_bake.py
"Operator","ベイク用の画像を作成","Create an image for baking"
"*","アクティブオブジェクトに素早くベイク用の空の画像を用意します","Prepares an empty image for baking in the active object"
"*","高","Height"
"*","128 px","128 px"
"*","256 px","256 px"
"*","512 px","512 px"
"*","1024 px","1024 px"
"*","2048 px","2048 px"
"*","4096 px","4096 px"
"*","幅","Width"
"Operator","AO・ベイク","AO Bake"
"*","アクティブオブジェクトに素早くAOをベイクします","Quickly bake AO to active object"
"*","処理方法","Gather method"
"*","レイトレース","Ray Trace"
"*","近似(AAO)","Approximate(AAO)"
"*","他オブジェクトの影響を受けない","Hide other objects"
"*","精度","Accuracy"
"Operator","膨らみ・ベイク","Bulge Bake"
"*","アクティブオブジェクトに膨らんでいる部分を白くベイクします","Quick bakes the parts that bulge"
"Operator","密度・ベイク","Density bake"
"*","アクティブオブジェクトに素早く密度をベイクします","Bakes density in to the active object"
"*","比較対象","Comparison"
"*","パーツごと","Each Part"
"Operator","擬似AO・ベイク","Pseudo AO bake"
"*","アクティブオブジェクトに素早く擬似AOをベイクします","Bake a quick psuedo AO in the active object"
"*","ブラー反復度","Blur Iterations"
"*","ブラー強度","Blur Strength"
"*","ハイライト角度","Highlight Angles"
"*","擬似AO角度","Pseudo AO Angle"
"*","擬似AOのみ","Pseudo AO Only"
"Operator","グラデーション・ベイク","Gradient bake","# This entry may have been malformed"
"*","アクティブオブジェクトに素早くグラデーションをベイクします","Quickly bakes a gradient to the active object"
"Operator","ヘアー・ベイク","画像名"
"*","アクティブオブジェクトに素早くCM3D2の髪風のテクスチャをベイクします","Hair"
"*","AOの精度","Bake the hairstyle quickly"
"*","光の強さ","Hide other Objects"
"*","天使の輪の強さ","Light Intensity"
"*","髪色","Ring Factor"
"*","AOを使用","Hair Color"
"Operator","ヘミライト・ベイク","Use AO"
"*","アクティブオブジェクトに素早くヘミライトの陰をベイクします","Hemi-Lamp Bake"
"Operator","メッシュ縁・ベイク","Bake the shadow of a hemi lamp"
"*","アクティブオブジェクトに素早くメッシュの縁を黒くベイクします","Light intensity"
"*","範囲","Mesh edge bake"
"Operator","メッシュ間距離・ベイク","bake the edge of the mesh to the object"
"*","アクティブオブジェクトに他オブジェクトとの距離をベイクします","Mesh distance bake"
"Operator","金属・ベイク","Bake the distance between the other objects in the active object"
"*","アクティブオブジェクトに素早く金属風にベイクします","Metal Bake"
"*","映り込み強さ","Quickly bake metal object"
"*","ハイライト強さ","Strength Reflection"
"Operator","白い液体・ベイク","Highlights strength"
"*","アクティブオブジェクトに白い液体をベイクします","White liquid bake AKA Semen"
"*","テクスチャサイズ","Bake the white liquid to the object..."
"Operator","影・ベイク","Texture size"
"*","アクティブオブジェクトに素早く影をベイクします","Shadow Bake"
"*","影のみ","Quickly bake a shadow on the active object"
"*","光源の数","Shadow focus"
"*","光源の最大角度","Number of light sources"
"Operator","側面陰・ベイク","Lamp max angle"
"*","アクティブオブジェクトに素早く側面陰をベイクします","Side shadow bake"
"*","二極化のぼかし","A quick side shadow is baked on the active object"
"*","二極化のしきい値","Blur of polarization"
"*","二極化を有効","Threshold of polarization"
"Operator","UV縁・ベイク","Enable polarization"
"*","アクティブオブジェクトに素早くUVの縁を黒くベイクします","UV Edge Bake"
"*","ぼかし強度","Quickly bake the edge of the UV"
"*","ぼかしタイプ","Blur type"
"*","フラット","Flat"
"*","テント","Tent"
"*","二次式","Quad"
"*","三次式","Cubic"
"*","ガウシアン","Gauss"
"*","高速ガウシアン","Fast Gauss"
"*","Catrom","Catrom"
"*","Mitch","Mitch"
"*","余白を透過","Rounded edges"
"*","正規化","CM3D2 Bake"
"*","CM3D2用ベイク","New Image"
"Operator","新規画像","AO (Weight)"
"Operator","AO (重)","Pseudo-AO"
"Operator","擬似AO","Hemi Lamp"
"Operator","ヘミライト","Shadow (Heavy)"
"Operator","影 (重)","Side Shade"
"Operator","側面陰","Gradation"
"Operator","グラデーション","UV Border"
"Operator","UV縁","Mesh Edge"
"Operator","メッシュ縁","Density"
"Operator","密度","Bulge"
"Operator","膨らみ","Mesh Distance"
"Operator","メッシュ間距離","Metal"
"Operator","金属","Semen"
"Operator","髪","New Image Settings"
"Operator","白い液体","AO Settings"
"*","新規画像設定","Pseudo AO Settings"
"*","AO設定","Hemi-Lamp Settings"
"*","擬似AO設定","AO Settings"
"*","ヘミライト設定","Light Source Settings"
"*","光源設定","Blur"
"*","しきい値","Metal Settings"
"*","ぼかし","Hair Settings"
"*","金属設定","Hemi-Lamp Settings"
"*","ヘアー設定","Edge Setting"
"*","縁設定","Comparision"
# misc_RENDER_PT_render.py
"Operator","CM3D2メニュー用のアイコンをレンダリング","Render a CM3D2 Style Icon"
"*","CM3D2内のアイコン画像に使用できそうな画像をレンダリングします","Renders a small icon that looks very similar to the icons found in official content."
"*","背景色","Background Color"
"*","カメラ角度","Camera Angle"
"*","カメラ移動","Camera Movement"
"*","隅を丸める","Round Corners"
"*","重ねる画像","Overlay"
"*","線の色","Outline Color"
"*","線の太さ","Outline Thickness"
"*","面のテクスチャで","With Textures"
"*","今のマテリアルで","With Material"
"*","解像度","Resolution"
"*","背景を使用","Use Background"
"*","輪郭線を描画","Draw Outline"
"*","ズーム倍率","Distance"
"*","テクスチャ参照方法","Texture Reference Method"
"*","輪郭線","Outline","# This emtry may have been malformed"
# misc_TEXTURE_PT_context_texture.py
"*","値リスト","Value list"
"*","toon tex 選択","Values"
"*","テクスチャの画像を同フォルダにtexとして保存します","toon tex Choice"
"Operator","テクスチャを探す","Save the texture image as tex in the same folder"
"*","指定の画像をUV/画像エディターに表示します","Find Texture(New)"
"Operator","色設定値を自動設定","Displays the specified image in the UV/ Image Editor"
"*","色関係の設定値をテクスチャの色情報から自動で設定します","Automatically set colors"
"*","全てが対象","Set color-related setting values ​​automatically from texture color information"
"*","彩度の乗算値","Saturation Multiplier"
"*","明度の乗算値","Brightness Multiplier"
"Operator","イメージの再読込み","Reload Image"
"*","実ファイルパスの設定から、再読込み","Reread from actual file path settting"
"Operator","テクスチャのオフセットをリセット","Texture Name"
"*","テクスチャのオフセットに初期値(0, 0)を設定します","Reset Texture Offset"
"Operator","テクスチャのスケールをリセット","Set initial value of texture offset(0, 0)"
"*","テクスチャのスケールに初期値(1, 1)を設定します","Reset Texture Scale"
"Operator","CM3D2パスを設定","Set the intial value (1,1) for the texture scale"
"*","texタイプのCM3D2パスを自動設定します","Set CM3d2 Path"
"Operator","色設定値を設定","Automatically set the game directory from which to grab textures."
"*","色タイプの設定値を設定します","Set the Color setting Value"
"Operator","トゥーンを選択","Set the Color type of setting Value"
"*","CM3D2にデフォルトで入っているトゥーンテクスチャを選択できます","Select Toon"
"Operator","設定値を設定","You can select the default toon texture to be loaded."
"*","floatタイプの設定値を設定します","Set Float Value"
"Operator","イメージ名から拡張子を除外","Set the value of a float type"
"*","texタイプのイメージ名から拡張子を除外します","Exclude extensions from image names"
"Operator","設定をプレビューに同期","Allows you to write texture names in the materials without including the extension"
"*","設定値をテクスチャのプレビューに適用してわかりやすくします","Sync Textures to Colors and Values."
"*","設定値タイプ:","Applies Textures according to Color changes. (Example: Changing the RimColor)"
"*","設定値名","Setting type:"
"*","ノード({})のテクスチャを再設定しました。filepath={}","Setting Value Name"
"*","対象のイメージが見つかりません={}","The texture of node '{}' was reset. filepath={}"
"*","同フォルダにtexとして保存しました。","Target image '{}' not found"
"*","指定された画像が見つかりません","Saved as .tex in the same folder"
"*","画像を表示できるエリアが見つかりませんでした","Cannot find the file specified"
"*","見つかりませんでした","Area to view the image as not found"
"*","テクスチャノードが見つからないため、スキップしました。","Could not be located"
"*","対象のノードが見つかりません={}","Skipped because the texture node was not found"
"*","イメージの取得に失敗しました。{}","Target node '{}' not found"
"*","テクスチャファイルを読み込みました。file={}","Failed to get image of '{}'"
"*","テクスチャ名:","Loaded texture file. file={}"
"*","テクスチャパス","Texture name:"
"*","拡大/縮小:","Enlargement/Reduction:"
"*","テクスチャファイルが見つかりませんでした。file={}","Could not find texture file. file=%s"
"*","イメージが設定されていません。","The image is not set"
"Operator","Disabled","Disabled"
"Operator","Never","Never"
"Operator","Less ","Less"
"Operator","Equal","Equal"
"Operator","LessEqual","LessEqual"
"Operator","Greater","Greater"
"Operator","NotEqual","NotEqual"
"Operator","GreaterEqual","GreaterEqual"
"Operator","Always","Always"
# misc_TEXT_HT_header.py
"Operator","テキストのボーン情報をコピー","Copy the Bone Data in the text"
"*","テキストのボーン情報をカスタムプロパティへ貼付ける形にしてクリップボードにコピーします","Bone data is copied to clipboard so it can be pasted in the custom properties."
"Operator","テキストのボーン情報を貼付け","Paste Bone Data into Text"
"*","クリップボード内のボーン情報をテキストデータに貼付けます","Paste Bone Data from clipboard into text editor."
"Operator","マテリアル情報テキストを全削除","Delete all .mate data"
"*","CM3D2で使用できるマテリアルテキストを全て削除します","Removes .mate data in the text editor"
"*","使用する分は保管","Keep Used Materials"
"Operator","テキストを表示","Display Text"
"*","指定したテキストをこの領域に表示します","Displays the specified text in this area"
"*","テキスト名","Text name"
"*","CM3D2用:","For CM3D2:"
"Operator","BoneData ({})Operator","BoneData ({})Operator"
"Operator","LocalBoneData ({})Operator","LocalBoneData ({})Operator"
# misc_VIEW3D_MT_edit_mesh_specials.py
"Operator","選択面の描画順を最前面に","Draw this object first"
"*","選択中の面の描画順を最も前面/背面に並び替えます","Rearranges the drawing order of the currently selected face to the front / back"
"*","最背面","Back"
"Operator","選択面の描画順を最背面に","Draw this object further back"
# misc_VIEW3D_MT_pose_apply.py
"Operator","現在のポーズで素体化","Prime Pose as Rest Pose"
"*","現在のポーズで衣装をモデリングしやすくする素体を作成します","A body will be created that makes custom modeling easy with the current pose."
"*","関係するメッシュのアーマチュアを適用","Apply Armature Modifier"
"*","アーマチュア適用は体積を維持","Preserve Volume"
"*","Keep Original","Keep Original"
"*","If the armature is already primed, don't replace the base pose with the current rest pose","If the armature is already primed, don't replace the base pose with the current rest pose"
"*","Ensure shape key values of child mesh objects are not changed","Ensure shape key values of child mesh objects are not changed"
"*,"元の素体ポーズに戻す","Revert Primed Pose"
"Operator","Transfer Pose","Transfer Pose"
"*","Transfers the visual pose of the selected object to the active object","Transfers the visual pose of the selected object to the active object"
"*","Apply Prime","Apply Prime"
"*","Key Location","Key Location"
"*","Key Rotation","Key Rotation"
"*","Key Scale","Key Scale"
# misc_VIEW3D_PT_tools_weightpaint.py
"Operator","選択部の頂点グループをぼかす","Blur the vertex group of the selected part"
"*","選択メッシュの頂点グループの割り当てをぼかします","Blurs the vertex groups of the selected parts."
"*","ウェイトをぼかす回数","Blur Amount"
"*","ぼかしモード","Blur Mode"
"*","通常・ぼかし","Normal"
"*","増加・拡張","Increase"
"*","減少・縮小","Decrease"
"*","ウェイトをぼかす範囲倍率","Blur Range"
"*","ウェイト数を4つに制限","Limit total weights."
"*","選択をぼかす分割精度","Blur Accuracy"
"*","選択をぼかす範囲倍率","Blur Range"
"*","リニア","Linear"
"*","スムーズ","Trigonometric"
"*","対象頂点グループ","Target vertex groups"
"Operator","選択部の頂点グループに四則演算","Four arithmetic operations on the vertex groups of the selectio"
"*","選択メッシュの頂点グループの割り当てに四則演算を施します","Applies four arithmetic operations to the vertex groups of selection."
"*","四則演算モード","Arithmetic operation mode"
"*","加算","Add"
"*","減算","Subtract"
"*","乗算","Multiply"
"*","除算","Divide"
"*","頂点選択モード","Vertex selection mode"
"Operator","選択部をぼかす","Blur the selected part"
"Operator","選択部に四則演算","Four arithmetic operation"
"*","選択をぼかす","Blur Selected"
"*","範囲 | 辺の長さの平均×","Range | Average of side lengths ×"
"*","精度 (分割数)","Accuracy (number of steps)"
"*","頂点グループをぼかす","Blur Vertex Group"
"*","対象グループ","Target Group"
"*","実行回数","Blur Count"
"*","四則演算","Four arithmetic operations"
"*","0で除算することはできません、中止します","Cannot divide by zero. Aborting"
# model_export.py
"*","カスタムメイド3D2のmodelファイルを書き出します","Will export a mesh in CM3D2 .Model Format."
"*","基点ボーン名","Base Bone"
"*","ボーン情報元","Bone Data Source"
"*","modelファイルに必要なボーン情報をどこから引っ張ってくるか選びます","The source of the bone data for export"
"*","オブジェクト内プロパティ","Object Data"
"*","接空間情報出力","Export Tangents"
"*","接空間情報(binormals, tangents)を出力する","Outputs tangent space info"
"*","Align to Base Bone","Align to Base Bone"
"*","Align the object to it's base bone","Align the object to it's base bone"
"*","データ名の連番を削除","Delete Duplicate Name Numbers"
"*","「○○.001」のような連番が付属したデータ名からこれらを削除します","This will delete the numbers that are added to duplicate names such as [.001]"
"*","バッチモード","Batch Mode"
"*","モードの切替やエラー個所の選択を行いません","Does not switch modes or select incorrect locations"
"*","ウェイトの合計を1.0に","Normalize Vertex Weights"
"*","クリーンな頂点グループ","Clean Vertex Groups"
"*","重みがゼロの場合、頂点グループから頂点を削除します","Will remove Verticies from Vertex Groups where their weight is zero"
"*","頂点グループ名をCM3D2用に変換","Convert Vertex Groups for CM3D2"
"*","全ての頂点グループ名をCM3D2で使える名前にしてからエクスポートします","This will change the vertex group names to CM3D2's format if it is in Blenders format"
"*","四角面を三角面に","Triangulate"
"*","","Will triangulate non-triangular faces"
"*","ウェイトの合四角ポリゴンを三角ポリゴンに変換してから出力します、元のメッシュには影響ありません計を1.0に","Normalize Weights"
"*","4つのウェイトの合計値が1.0になるように正規化します","Will normalize all Vertex Weights so that the sum of the weights on a single vertex is equal to 1"
"*","マテリアル情報元","Material Source"
"*","modelファイルに必要なマテリアル情報をどこから引っ張ってくるか選びます","This will decide from where the Bone Data is gathered from."
"*","model名","Model Name"
"*","model version 2001 (available only for com3d2)","model version 2001 (available only for com3d2)"
"*","model version 2000 (com3d2 version)","model version 2000 (com3d2 version)"
"*","model version 1000 (available for cm3d2/com3d2)","model version 1000 (available for cm3d2/com3d2)"
"*","メッシュオプション","Mesh Options"
"*","modelのエクスポートが完了しました。{:.2f} 秒 file={}","Model exported in {:.2f} seconds. file={}"
"*","ウェイトが割り当てられていない頂点が見つかりました、中止します","Found a vert with no assigned weights"
"*","ウェイトの合計が1.0を超えている頂点が見つかりました。正規化してください。超過している頂点の数:{}","Found {} vertices whose total weight is more then 1. Please Normalize Weights."
"*","ウェイトの合計が1.0未満の頂点が見つかりました。正規化してください。不足している頂点の数:{}","Found {} vertices whose total weight is less then 1. Please Normalize Weights."
"*","4つを超える頂点グループにある頂点が見つかりました。頂点グループをクリーンアップしてください。不足している頂点の数:{}","Found {} vertices that are in more than 4 vertex groups. Please Clean Vertex Groups"
"*","頂点が割り当てられていない{num}つのローカルボーンが見つかりました。 詳細については、ログを参照してください。","Found {num} local bones with no vertices assigned. See log for more info."
"*","頂点数がまだ多いです (現在{}頂点)。あと{}頂点以上減らしてください、中止します","Too many vertices ({} verts). Please remove {} vertices. Aborting"
"*","{}個のオブジェクトをマージしました","Merged {} objects"
"*","Could not find whether bone with index {index} was used. See console for more info.","Could not find whether bone with index {index} was used. See console for more info."
"*","Unexpected: used_local_bone[{key}] == {value} when len(used_local_bone) == {length}","Unexpected: used_local_bone[{key}] == {value} when len(used_local_bone) == {length}"
# model_import.py
"*","カスタムメイド3D2のmodelファイルを読み込みます","Imports a model from the game CM3D2"
"*","アーマチュア生成","Load Armature"
"*","ウェイトを編集する時に役立つアーマチュアを読み込みます","Loads in the armature that comes with the model."
"*","不要なボーンを削除","Clean Armature"
"*","ウェイトが無いボーンを削除します","Will delete any unneeded bones."
"*","アーマチュアのカスタムプロパティ","Armature Properties"
"*","アーマチュアデータのカスタムプロパティにボーン情報を埋め込みます","Will retrieve the bonedata from the armature's properties"
"*","オブジェクトのカスタムプロパティ","Object Property"
"*","メッシュオブジェクトのカスタムプロパティにボーン情報を埋め込みます","Will retrieve the bonedata from the object's properties"
"*","ボーン情報をテキストとして読み込みます","Read Bone data from the text"
"*","頂点グループ名をBlender用に変換","Convert Bone Weight Names to Blender"
"*","全ての頂点グループ名をBlenderの左右対称編集で使えるように変換してから読み込みます","This will convert bone and vertex group names for use with blender mirroring."
"*","Use Custom Bones","Use Custom Bones"
"*","Use the currently selected object for custom bone shapes.","Use the currently selected object for custom bone shapes."
"*","テキストにマテリアル情報埋め込み","Export Mate Data to text editor."
"*","シェーダー情報をテキストに埋め込みます","Material information will be placed into the text editor."
"*","メッシュ生成","Load Mesh"
"*","ポリゴンを読み込みます、大抵の場合オンでOKです","Leaving this on will load in the mesh."
"*","重複頂点を結合","Remove Doubles"
"*","UVの切れ目でポリゴンが分かれている仕様なので、インポート時にくっつけます","Doubles will be removed in both the uv and the mesh at the time of import."
"*","全ての頂点に割り当てのない頂点グループを削除します","Will remove any empty vertex groups to which no vertices are assigned to it."
"*","シームをつける","Mark Seams"
"*","UVの切れ目にシームをつけます","This will mark the UV seams on your mesh."
"*","Mark Sharp","Mark Sharp"
"*","This will mark removed doubles on your mesh as sharp (or all free edges if not removing doubles).","This will mark removed doubles on your mesh as sharp (or all free edges if not removing doubles)."
"*","頂点グループを名前順ソート","Sort Vertex Groups"
"*","頂点グループを名前順でソートします","This will sort your vertex groups so they are easier to work with."
"*","テクスチャキャッシュを再構成","Reconstruct texture cache"
"*","texファイルを探す際、キャッシュを再構成します","Reconfigure cache when looking for tex files"
"*","メッシュ","Mesh"
"*","頂点グループ","Vertex Group"
"*","ボーン名をBlender用に変換","Convert Bone Names for Blender."
"*","Use Selected as Bone Shape","Use Selected as Bone Shape"
"*","ボーン情報埋め込み場所","Bone Data Destination"
"*","modelのインポートが完了しました ({} {}/ {:.2f} 秒)","Model was imported successfully ({} {} / {:.2f} sec)"
"*","これはカスタムメイド3D2のモデルファイルではありません","This is not a CM3D2 Model File."
"*","mate count: {num} of {count}","mate count: {num} of {count}"
"*","material count: {num} of {count}","material count: {num} of {count}"
# tex_export.py
"Operator","texファイルを保存","Save As .tex"
"*","CM3D2で使用されるテクスチャファイル(.tex)として保存します","Current image will be saved as a (.tex)."
"*","パス","Path"
"*","COM3D2 1.13 or later","COM3D2 1.13 or later"
"*","CM3D2 1.49 ～ or COM3D2","CM3D2 1.49 ～ or COM3D2"
"*","旧フォーマット","Old Format"
"*","texファイルを出力しました。","tex file was output at"
"*","texファイルの出力に失敗しました。{}","Failed to output .tex file. {}"
# tex_import.py
"Operator","texファイルを開く","Import .tex"
"*","CM3D2で使用されるテクスチャファイル(.tex)を読み込みます","Imports a CM3D2 tex file (.tex)"
"*","展開方法","Export Method"
"*","内部にパックする","Pack Into"
"*","PNGに変換してPNGを開く","Opens or converts to png"
"*","texファイルのヘッダが正しくありません。","Failed to open the file, it does not exist or is inaccessible"
"*","未対応フォーマットのtexです。format=","Unsupported tex format! format="
# translations.py
"Operator","Dump Py Messages","Dump Py Messages"
"*","Dump the CM3D2 Converter's messages for CSV translation","Dump the CM3D2 Converter's messages for CSV translation"
"*","Do Checks","Do Checks"
"*","Do Reports","Do Reports"
"*","Language","Language"
"*","Portuguese (Português)","Portuguese (Português)"
"*","Korean (한국 언어)","Korean (한국 언어)"
"*","Polish (Polski)","Polish (Polski)"
"*","Bulgarian (Български)","Bulgarian (Български)"
"*","Uzbek Cyrillic (Ўзбек)","Uzbek Cyrillic (Ўзбек)"
"*","Greek (Ελληνικά)","Greek (Ελληνικά)"
"*","Turkish (Türkçe)","Turkish (Türkçe)"
"*","German (Deutsch)","German (Deutsch)"
"*","Vietnamese (tiếng Việt)","Vietnamese (tiếng Việt)"
"*","Romanian (Român)","Romanian (Român)"
"*","Finnish (Suomi)","Finnish (Suomi)"
"*","Spanish (Español)","Spanish (Español)"
"*","Ukrainian (Український)","Ukrainian (Український)"
"*","Amharic (አማርኛ)","Amharic (አማርኛ)"
"*","Traditional Chinese (繁體中文)","Traditional Chinese (繁體中文)"
"*","Italian (Italiano)","Italian (Italiano)"
"*","Automatic (Automatic)","Automatic (Automatic)"
"*","Swedish (Svenska)","Swedish (Svenska)"
"*","Basque (Euskara)","Basque (Euskara)"
"*","Esperanto (Esperanto)","Esperanto (Esperanto)"
"*","Serbian Latin (Srpski latinica)","Serbian Latin (Srpski latinica)"
"*","Estonian (Eestlane)","Estonian (Eestlane)"
"*","English (English)","English (English)"
"*","Arabic (ﺔﻴﺑﺮﻌﻟﺍ)","Arabic (ﺔﻴﺑﺮﻌﻟﺍ)"
"*","Czech (Český)","Czech (Český)"
"*","Simplified Chinese (简体中文)","Simplified Chinese (简体中文)"
"*","Spanish from Spain (Español de España)","Spanish from Spain (Español de España)"
"*","French (Français)","French (Français)"
"*","Hebrew (תירִבְעִ)","Hebrew (תירִבְעִ)"
"*","Catalan (Català)","Catalan (Català)"
"*","Serbian (Српски)","Serbian (Српски)"
"*","Thai (ภาษาไทย)","Thai (ภาษาไทย)"
"*","Hungarian (Magyar)","Hungarian (Magyar)"
